Member_number,Date,itemDescription,year,month,day,day_of_week
4460,28/05/2015,red/blush wine,2015,5,28,3
4573,28/05/2015,frankfurter,2015,5,28,3
4573,28/05/2015,packaged fruit/vegetables,2015,5,28,3
4605,28/05/2015,pork,2015,5,28,3
4605,28/05/2015,butter,2015,5,28,3
1235,29/05/2015,shopping bags,2015,5,29,4
1235,29/05/2015,waffles,2015,5,29,4
1303,29/05/2015,whole milk,2015,5,29,4
1303,29/05/2015,pastry,2015,5,29,4
1366,29/05/2015,tropical fruit,2015,5,29,4
1366,29/05/2015,beef,2015,5,29,4
1366,29/05/2015,curd,2015,5,29,4
1366,29/05/2015,rolls/buns,2015,5,29,4
1366,29/05/2015,whipped/sour cream,2015,5,29,4
1366,29/05/2015,whole milk,2015,5,29,4
1366,29/05/2015,candles,2015,5,29,4
1366,29/05/2015,cake bar,2015,5,29,4
1366,29/05/2015,flour,2015,5,29,4
1401,29/05/2015,sausage,2015,5,29,4
1401,29/05/2015,soda,2015,5,29,4
1599,29/05/2015,tropical fruit,2015,5,29,4
1599,29/05/2015,tropical fruit,2015,5,29,4
1599,29/05/2015,pot plants,2015,5,29,4
1599,29/05/2015,berries,2015,5,29,4
1599,29/05/2015,other vegetables,2015,5,29,4
1599,29/05/2015,shopping bags,2015,5,29,4
1632,29/05/2015,house keeping products,2015,5,29,4
1632,29/05/2015,whole milk,2015,5,29,4
1697,29/05/2015,root vegetables,2015,5,29,4
1697,29/05/2015,kitchen towels,2015,5,29,4
1732,29/05/2015,pork,2015,5,29,4
1732,29/05/2015,long life bakery product,2015,5,29,4
1926,29/05/2015,yogurt,2015,5,29,4
1926,29/05/2015,brown bread,2015,5,29,4
2167,29/05/2015,pork,2015,5,29,4
2167,29/05/2015,specialty chocolate,2015,5,29,4
2249,29/05/2015,long life bakery product,2015,5,29,4
2249,29/05/2015,bottled water,2015,5,29,4
2746,29/05/2015,bottled beer,2015,5,29,4
2746,29/05/2015,soups,2015,5,29,4
2746,29/05/2015,detergent,2015,5,29,4
2985,29/05/2015,citrus fruit,2015,5,29,4
2985,29/05/2015,whole milk,2015,5,29,4
3077,29/05/2015,canned beer,2015,5,29,4
3077,29/05/2015,turkey,2015,5,29,4
3077,29/05/2015,pastry,2015,5,29,4
3077,29/05/2015,bottled water,2015,5,29,4
3077,29/05/2015,butter,2015,5,29,4
3232,29/05/2015,berries,2015,5,29,4
3232,29/05/2015,other vegetables,2015,5,29,4
3290,29/05/2015,sausage,2015,5,29,4
3290,29/05/2015,soda,2015,5,29,4
3471,29/05/2015,pastry,2015,5,29,4
3471,29/05/2015,liquor,2015,5,29,4
3513,29/05/2015,onions,2015,5,29,4
3513,29/05/2015,waffles,2015,5,29,4
3513,29/05/2015,bottled beer,2015,5,29,4
4105,29/05/2015,tropical fruit,2015,5,29,4
4105,29/05/2015,root vegetables,2015,5,29,4
4152,29/05/2015,root vegetables,2015,5,29,4
4152,29/05/2015,white bread,2015,5,29,4
4152,29/05/2015,pasta,2015,5,29,4
4152,29/05/2015,bottled beer,2015,5,29,4
4531,29/05/2015,frankfurter,2015,5,29,4
4531,29/05/2015,shopping bags,2015,5,29,4
1283,30/05/2015,bottled water,2015,5,30,5
1283,30/05/2015,newspapers,2015,5,30,5
1283,30/05/2015,specialty bar,2015,5,30,5
1283,30/05/2015,bottled water,2015,5,30,5
1366,30/05/2015,whole milk,2015,5,30,5
1366,30/05/2015,waffles,2015,5,30,5
2228,30/05/2015,sugar,2015,5,30,5
2228,30/05/2015,shopping bags,2015,5,30,5
2229,30/05/2015,chocolate,2015,5,30,5
2229,30/05/2015,root vegetables,2015,5,30,5
2343,30/05/2015,sausage,2015,5,30,5
2343,30/05/2015,beverages,2015,5,30,5
2441,30/05/2015,sausage,2015,5,30,5
2441,30/05/2015,bottled water,2015,5,30,5
2441,30/05/2015,whole milk,2015,5,30,5
2519,30/05/2015,chicken,2015,5,30,5
2519,30/05/2015,whipped/sour cream,2015,5,30,5
2719,30/05/2015,frankfurter,2015,5,30,5
2719,30/05/2015,whole milk,2015,5,30,5
3590,30/05/2015,seasonal products,2015,5,30,5
3590,30/05/2015,salt,2015,5,30,5
3664,30/05/2015,whole milk,2015,5,30,5
3664,30/05/2015,other vegetables,2015,5,30,5
3717,30/05/2015,hamburger meat,2015,5,30,5
3717,30/05/2015,frozen vegetables,2015,5,30,5
3967,30/05/2015,pasta,2015,5,30,5
3967,30/05/2015,yogurt,2015,5,30,5
3967,30/05/2015,specialty bar,2015,5,30,5
4163,30/05/2015,frankfurter,2015,5,30,5
4163,30/05/2015,dishes,2015,5,30,5
4163,30/05/2015,rolls/buns,2015,5,30,5
4260,30/05/2015,sausage,2015,5,30,5
4260,30/05/2015,root vegetables,2015,5,30,5
4260,30/05/2015,canned beer,2015,5,30,5
4260,30/05/2015,rolls/buns,2015,5,30,5
4548,30/05/2015,whole milk,2015,5,30,5
4548,30/05/2015,cream cheese ,2015,5,30,5
4671,30/05/2015,hamburger meat,2015,5,30,5
4671,30/05/2015,newspapers,2015,5,30,5
1039,31/05/2015,salty snack,2015,5,31,6
1039,31/05/2015,rolls/buns,2015,5,31,6
1422,31/05/2015,condensed milk,2015,5,31,6
1422,31/05/2015,processed cheese,2015,5,31,6
1422,31/05/2015,rolls/buns,2015,5,31,6
1583,31/05/2015,bottled water,2015,5,31,6
1583,31/05/2015,pastry,2015,5,31,6
1583,31/05/2015,fruit/vegetable juice,2015,5,31,6
1739,31/05/2015,sausage,2015,5,31,6
1739,31/05/2015,soda,2015,5,31,6
1853,31/05/2015,beef,2015,5,31,6
1853,31/05/2015,ice cream,2015,5,31,6
2040,31/05/2015,ham,2015,5,31,6
2040,31/05/2015,tropical fruit,2015,5,31,6
2040,31/05/2015,popcorn,2015,5,31,6
2247,31/05/2015,citrus fruit,2015,5,31,6
2247,31/05/2015,other vegetables,2015,5,31,6
2247,31/05/2015,fruit/vegetable juice,2015,5,31,6
2247,31/05/2015,specialty bar,2015,5,31,6
2247,31/05/2015,canned beer,2015,5,31,6
2288,31/05/2015,coffee,2015,5,31,6
2288,31/05/2015,sausage,2015,5,31,6
2288,31/05/2015,shopping bags,2015,5,31,6
2288,31/05/2015,specialty bar,2015,5,31,6
2288,31/05/2015,red/blush wine,2015,5,31,6
2441,31/05/2015,canned beer,2015,5,31,6
2441,31/05/2015,yogurt,2015,5,31,6
2612,31/05/2015,dessert,2015,5,31,6
2612,31/05/2015,beverages,2015,5,31,6
2612,31/05/2015,frozen meals,2015,5,31,6
2612,31/05/2015,red/blush wine,2015,5,31,6
3029,31/05/2015,long life bakery product,2015,5,31,6
3029,31/05/2015,butter milk,2015,5,31,6
3410,31/05/2015,yogurt,2015,5,31,6
3410,31/05/2015,rolls/buns,2015,5,31,6
3897,31/05/2015,hamburger meat,2015,5,31,6
3897,31/05/2015,root vegetables,2015,5,31,6
4215,31/05/2015,pork,2015,5,31,6
4215,31/05/2015,canned beer,2015,5,31,6
4215,31/05/2015,rolls/buns,2015,5,31,6
4215,31/05/2015,yogurt,2015,5,31,6
4215,31/05/2015,mustard,2015,5,31,6
4215,31/05/2015,oil,2015,5,31,6
4215,31/05/2015,popcorn,2015,5,31,6
4215,31/05/2015,whipped/sour cream,2015,5,31,6
4782,31/05/2015,canned beer,2015,5,31,6
4782,31/05/2015,berries,2015,5,31,6
1023,1/6/2015,whipped/sour cream,2015,6,1,0
1023,1/6/2015,root vegetables,2015,6,1,0
1023,1/6/2015,rolls/buns,2015,6,1,0
1023,1/6/2015,packaged fruit/vegetables,2015,6,1,0
1500,1/6/2015,rolls/buns,2015,6,1,0
1500,1/6/2015,frankfurter,2015,6,1,0
1500,1/6/2015,soda,2015,6,1,0
1500,1/6/2015,canned fish,2015,6,1,0
2049,1/6/2015,pork,2015,6,1,0
2049,1/6/2015,grapes,2015,6,1,0
2226,1/6/2015,hamburger meat,2015,6,1,0
2226,1/6/2015,yogurt,2015,6,1,0
2351,1/6/2015,pip fruit,2015,6,1,0
2351,1/6/2015,rolls/buns,2015,6,1,0
2563,1/6/2015,frozen meals,2015,6,1,0
2563,1/6/2015,other vegetables,2015,6,1,0
2563,1/6/2015,bottled beer,2015,6,1,0
2729,1/6/2015,citrus fruit,2015,6,1,0
2729,1/6/2015,red/blush wine,2015,6,1,0
2831,1/6/2015,frankfurter,2015,6,1,0
2831,1/6/2015,frozen dessert,2015,6,1,0
2989,1/6/2015,beef,2015,6,1,0
2989,1/6/2015,pip fruit,2015,6,1,0
3365,1/6/2015,pastry,2015,6,1,0
3365,1/6/2015,soda,2015,6,1,0
3375,1/6/2015,pork,2015,6,1,0
3375,1/6/2015,citrus fruit,2015,6,1,0
3402,1/6/2015,curd,2015,6,1,0
3402,1/6/2015,other vegetables,2015,6,1,0
3402,1/6/2015,shopping bags,2015,6,1,0
3587,1/6/2015,liquor,2015,6,1,0
3587,1/6/2015,sugar,2015,6,1,0
3686,1/6/2015,whole milk,2015,6,1,0
3686,1/6/2015,whole milk,2015,6,1,0
3835,1/6/2015,tropical fruit,2015,6,1,0
3835,1/6/2015,tropical fruit,2015,6,1,0
3835,1/6/2015,soda,2015,6,1,0
3835,1/6/2015,salty snack,2015,6,1,0
3912,1/6/2015,berries,2015,6,1,0
3912,1/6/2015,rolls/buns,2015,6,1,0
3912,1/6/2015,pastry,2015,6,1,0
4117,1/6/2015,brown bread,2015,6,1,0
4117,1/6/2015,bottled beer,2015,6,1,0
4405,1/6/2015,soda,2015,6,1,0
4405,1/6/2015,bottled water,2015,6,1,0
4405,1/6/2015,whole milk,2015,6,1,0
4405,1/6/2015,other vegetables,2015,6,1,0
4405,1/6/2015,hygiene articles,2015,6,1,0
4448,1/6/2015,frankfurter,2015,6,1,0
4448,1/6/2015,tropical fruit,2015,6,1,0
4494,1/6/2015,ice cream,2015,6,1,0
4494,1/6/2015,rolls/buns,2015,6,1,0
1083,2/6/2015,pork,2015,6,2,1
1083,2/6/2015,sliced cheese,2015,6,2,1
1377,2/6/2015,meat,2015,6,2,1
1377,2/6/2015,whole milk,2015,6,2,1
1377,2/6/2015,bottled water,2015,6,2,1
1377,2/6/2015,mayonnaise,2015,6,2,1
1379,2/6/2015,chicken,2015,6,2,1
1379,2/6/2015,onions,2015,6,2,1
1379,2/6/2015,white bread,2015,6,2,1
2400,2/6/2015,ice cream,2015,6,2,1
2400,2/6/2015,whole milk,2015,6,2,1
2400,2/6/2015,margarine,2015,6,2,1
2400,2/6/2015,whole milk,2015,6,2,1
2755,2/6/2015,rolls/buns,2015,6,2,1
2755,2/6/2015,fruit/vegetable juice,2015,6,2,1
2758,2/6/2015,other vegetables,2015,6,2,1
2758,2/6/2015,curd,2015,6,2,1
2789,2/6/2015,pastry,2015,6,2,1
2789,2/6/2015,curd,2015,6,2,1
2789,2/6/2015,butter,2015,6,2,1
2789,2/6/2015,curd,2015,6,2,1
2789,2/6/2015,whipped/sour cream,2015,6,2,1
2967,2/6/2015,yogurt,2015,6,2,1
2967,2/6/2015,domestic eggs,2015,6,2,1
3180,2/6/2015,ham,2015,6,2,1
3180,2/6/2015,sugar,2015,6,2,1
3472,2/6/2015,citrus fruit,2015,6,2,1
3472,2/6/2015,whole milk,2015,6,2,1
3472,2/6/2015,chocolate,2015,6,2,1
3903,2/6/2015,other vegetables,2015,6,2,1
3903,2/6/2015,hygiene articles,2015,6,2,1
3903,2/6/2015,dessert,2015,6,2,1
3903,2/6/2015,margarine,2015,6,2,1
3903,2/6/2015,fruit/vegetable juice,2015,6,2,1
3903,2/6/2015,hygiene articles,2015,6,2,1
3999,2/6/2015,whole milk,2015,6,2,1
3999,2/6/2015,processed cheese,2015,6,2,1
3999,2/6/2015,curd cheese,2015,6,2,1
4098,2/6/2015,pork,2015,6,2,1
4098,2/6/2015,whole milk,2015,6,2,1
4110,2/6/2015,nuts/prunes,2015,6,2,1
4110,2/6/2015,brown bread,2015,6,2,1
4110,2/6/2015,newspapers,2015,6,2,1
4197,2/6/2015,chicken,2015,6,2,1
4197,2/6/2015,house keeping products,2015,6,2,1
4694,2/6/2015,canned beer,2015,6,2,1
4694,2/6/2015,citrus fruit,2015,6,2,1
4726,2/6/2015,whole milk,2015,6,2,1
4726,2/6/2015,liquor (appetizer),2015,6,2,1
4869,2/6/2015,chicken,2015,6,2,1
4869,2/6/2015,hygiene articles,2015,6,2,1
4972,2/6/2015,citrus fruit,2015,6,2,1
4972,2/6/2015,chicken,2015,6,2,1
1081,3/6/2015,other vegetables,2015,6,3,2
1081,3/6/2015,frankfurter,2015,6,3,2
1081,3/6/2015,newspapers,2015,6,3,2
1081,3/6/2015,whole milk,2015,6,3,2
1081,3/6/2015,pastry,2015,6,3,2
1168,3/6/2015,frankfurter,2015,6,3,2
1168,3/6/2015,frozen vegetables,2015,6,3,2
1283,3/6/2015,napkins,2015,6,3,2
1283,3/6/2015,whipped/sour cream,2015,6,3,2
1291,3/6/2015,whole milk,2015,6,3,2
1291,3/6/2015,rolls/buns,2015,6,3,2
1381,3/6/2015,other vegetables,2015,6,3,2
1381,3/6/2015,soda,2015,6,3,2
1381,3/6/2015,UHT-milk,2015,6,3,2
1381,3/6/2015,salty snack,2015,6,3,2
1499,3/6/2015,rolls/buns,2015,6,3,2
1499,3/6/2015,frozen vegetables,2015,6,3,2
1949,3/6/2015,ham,2015,6,3,2
1949,3/6/2015,berries,2015,6,3,2
1978,3/6/2015,beef,2015,6,3,2
1978,3/6/2015,brown bread,2015,6,3,2
2175,3/6/2015,other vegetables,2015,6,3,2
2175,3/6/2015,sliced cheese,2015,6,3,2
2582,3/6/2015,chicken,2015,6,3,2
2582,3/6/2015,other vegetables,2015,6,3,2
2582,3/6/2015,bathroom cleaner,2015,6,3,2
2582,3/6/2015,chicken,2015,6,3,2
2582,3/6/2015,grapes,2015,6,3,2
2582,3/6/2015,fruit/vegetable juice,2015,6,3,2
2582,3/6/2015,fruit/vegetable juice,2015,6,3,2
2582,3/6/2015,soda,2015,6,3,2
2625,3/6/2015,bottled beer,2015,6,3,2
2625,3/6/2015,chicken,2015,6,3,2
2625,3/6/2015,baking powder,2015,6,3,2
2625,3/6/2015,curd,2015,6,3,2
2690,3/6/2015,chicken,2015,6,3,2
2690,3/6/2015,whole milk,2015,6,3,2
3100,3/6/2015,beef,2015,6,3,2
3100,3/6/2015,waffles,2015,6,3,2
3100,3/6/2015,salty snack,2015,6,3,2
3353,3/6/2015,onions,2015,6,3,2
3353,3/6/2015,bottled water,2015,6,3,2
3585,3/6/2015,ham,2015,6,3,2
3585,3/6/2015,frozen meals,2015,6,3,2
3758,3/6/2015,pork,2015,6,3,2
3758,3/6/2015,yogurt,2015,6,3,2
3856,3/6/2015,sausage,2015,6,3,2
3856,3/6/2015,long life bakery product,2015,6,3,2
4047,3/6/2015,cream cheese ,2015,6,3,2
4047,3/6/2015,beverages,2015,6,3,2
4106,3/6/2015,grapes,2015,6,3,2
4106,3/6/2015,yogurt,2015,6,3,2
4106,3/6/2015,condensed milk,2015,6,3,2
4179,3/6/2015,root vegetables,2015,6,3,2
4179,3/6/2015,grapes,2015,6,3,2
4179,3/6/2015,brandy,2015,6,3,2
4179,3/6/2015,pickled vegetables,2015,6,3,2
4179,3/6/2015,pastry,2015,6,3,2
4229,3/6/2015,sausage,2015,6,3,2
4229,3/6/2015,soda,2015,6,3,2
4229,3/6/2015,rolls/buns,2015,6,3,2
4495,3/6/2015,citrus fruit,2015,6,3,2
4495,3/6/2015,waffles,2015,6,3,2
1058,4/6/2015,sausage,2015,6,4,3
1058,4/6/2015,bottled water,2015,6,4,3
1109,4/6/2015,citrus fruit,2015,6,4,3
1109,4/6/2015,frozen vegetables,2015,6,4,3
1109,4/6/2015,margarine,2015,6,4,3
1154,4/6/2015,root vegetables,2015,6,4,3
1154,4/6/2015,other vegetables,2015,6,4,3
1154,4/6/2015,frozen vegetables,2015,6,4,3
1230,4/6/2015,whole milk,2015,6,4,3
1230,4/6/2015,other vegetables,2015,6,4,3
1558,4/6/2015,finished products,2015,6,4,3
1558,4/6/2015,other vegetables,2015,6,4,3
1613,4/6/2015,turkey,2015,6,4,3
1613,4/6/2015,whipped/sour cream,2015,6,4,3
1752,4/6/2015,other vegetables,2015,6,4,3
1752,4/6/2015,cream cheese ,2015,6,4,3
2040,4/6/2015,chicken,2015,6,4,3
2040,4/6/2015,oil,2015,6,4,3
2040,4/6/2015,chocolate,2015,6,4,3
2040,4/6/2015,candy,2015,6,4,3
2095,4/6/2015,pip fruit,2015,6,4,3
2095,4/6/2015,frozen meals,2015,6,4,3
2095,4/6/2015,whole milk,2015,6,4,3
2095,4/6/2015,rolls/buns,2015,6,4,3
2454,4/6/2015,ham,2015,6,4,3
2454,4/6/2015,rolls/buns,2015,6,4,3
2547,4/6/2015,frankfurter,2015,6,4,3
2547,4/6/2015,other vegetables,2015,6,4,3
2666,4/6/2015,sausage,2015,6,4,3
2666,4/6/2015,whole milk,2015,6,4,3
2666,4/6/2015,dessert,2015,6,4,3
2666,4/6/2015,UHT-milk,2015,6,4,3
2933,4/6/2015,tropical fruit,2015,6,4,3
2933,4/6/2015,pip fruit,2015,6,4,3
2933,4/6/2015,herbs,2015,6,4,3
2933,4/6/2015,yogurt,2015,6,4,3
2933,4/6/2015,bottled water,2015,6,4,3
2933,4/6/2015,sweet spreads,2015,6,4,3
3715,4/6/2015,other vegetables,2015,6,4,3
3715,4/6/2015,rolls/buns,2015,6,4,3
4536,4/6/2015,tropical fruit,2015,6,4,3
4536,4/6/2015,pip fruit,2015,6,4,3
4831,4/6/2015,whole milk,2015,6,4,3
4831,4/6/2015,sausage,2015,6,4,3
4831,4/6/2015,yogurt,2015,6,4,3
4831,4/6/2015,other vegetables,2015,6,4,3
4831,4/6/2015,misc. beverages,2015,6,4,3
1107,5/6/2015,citrus fruit,2015,6,5,4
1107,5/6/2015,misc. beverages,2015,6,5,4
1651,5/6/2015,tropical fruit,2015,6,5,4
1651,5/6/2015,other vegetables,2015,6,5,4
1948,5/6/2015,baking powder,2015,6,5,4
1948,5/6/2015,pet care,2015,6,5,4
1948,5/6/2015,yogurt,2015,6,5,4
1948,5/6/2015,frozen vegetables,2015,6,5,4
2232,5/6/2015,bottled beer,2015,6,5,4
2232,5/6/2015,whole milk,2015,6,5,4
2232,5/6/2015,citrus fruit,2015,6,5,4
2232,5/6/2015,other vegetables,2015,6,5,4
2232,5/6/2015,soft cheese,2015,6,5,4
2370,5/6/2015,curd,2015,6,5,4
2370,5/6/2015,UHT-milk,2015,6,5,4
2370,5/6/2015,shopping bags,2015,6,5,4
2599,5/6/2015,chicken,2015,6,5,4
2599,5/6/2015,curd,2015,6,5,4
2795,5/6/2015,citrus fruit,2015,6,5,4
2795,5/6/2015,white bread,2015,6,5,4
3023,5/6/2015,onions,2015,6,5,4
3023,5/6/2015,hamburger meat,2015,6,5,4
3050,5/6/2015,chicken,2015,6,5,4
3050,5/6/2015,beef,2015,6,5,4
3050,5/6/2015,white bread,2015,6,5,4
3050,5/6/2015,semi-finished bread,2015,6,5,4
3160,5/6/2015,other vegetables,2015,6,5,4
3160,5/6/2015,processed cheese,2015,6,5,4
3743,5/6/2015,canned beer,2015,6,5,4
3743,5/6/2015,sliced cheese,2015,6,5,4
3743,5/6/2015,cake bar,2015,6,5,4
4054,5/6/2015,rolls/buns,2015,6,5,4
4054,5/6/2015,whole milk,2015,6,5,4
4204,5/6/2015,spread cheese,2015,6,5,4
4204,5/6/2015,shopping bags,2015,6,5,4
4344,5/6/2015,citrus fruit,2015,6,5,4
4344,5/6/2015,specialty bar,2015,6,5,4
4344,5/6/2015,domestic eggs,2015,6,5,4
4499,5/6/2015,bottled beer,2015,6,5,4
4499,5/6/2015,beef,2015,6,5,4
4499,5/6/2015,frozen vegetables,2015,6,5,4
4499,5/6/2015,shopping bags,2015,6,5,4
1444,6/6/2015,butter,2015,6,6,5
1444,6/6/2015,syrup,2015,6,6,5
1444,6/6/2015,pickled vegetables,2015,6,6,5
1444,6/6/2015,whole milk,2015,6,6,5
1711,6/6/2015,soda,2015,6,6,5
1711,6/6/2015,soda,2015,6,6,5
1781,6/6/2015,specialty chocolate,2015,6,6,5
1781,6/6/2015,butter milk,2015,6,6,5
1888,6/6/2015,ham,2015,6,6,5
1888,6/6/2015,beef,2015,6,6,5
1888,6/6/2015,sliced cheese,2015,6,6,5
1888,6/6/2015,butter milk,2015,6,6,5
1997,6/6/2015,frankfurter,2015,6,6,5
1997,6/6/2015,berries,2015,6,6,5
1997,6/6/2015,bottled water,2015,6,6,5
1997,6/6/2015,processed cheese,2015,6,6,5
1997,6/6/2015,pickled vegetables,2015,6,6,5
2311,6/6/2015,bottled water,2015,6,6,5
2311,6/6/2015,other vegetables,2015,6,6,5
2311,6/6/2015,light bulbs,2015,6,6,5
2434,6/6/2015,beef,2015,6,6,5
2434,6/6/2015,pastry,2015,6,6,5
2440,6/6/2015,sausage,2015,6,6,5
2440,6/6/2015,whole milk,2015,6,6,5
2440,6/6/2015,bottled water,2015,6,6,5
2551,6/6/2015,pot plants,2015,6,6,5
2551,6/6/2015,rolls/buns,2015,6,6,5
2902,6/6/2015,whole milk,2015,6,6,5
2902,6/6/2015,pastry,2015,6,6,5
2904,6/6/2015,specialty chocolate,2015,6,6,5
2904,6/6/2015,tropical fruit,2015,6,6,5
2938,6/6/2015,whole milk,2015,6,6,5
2938,6/6/2015,pasta,2015,6,6,5
2938,6/6/2015,whipped/sour cream,2015,6,6,5
2955,6/6/2015,tropical fruit,2015,6,6,5
2955,6/6/2015,whole milk,2015,6,6,5
3048,6/6/2015,long life bakery product,2015,6,6,5
3048,6/6/2015,beef,2015,6,6,5
3048,6/6/2015,tidbits,2015,6,6,5
3048,6/6/2015,butter,2015,6,6,5
3162,6/6/2015,soda,2015,6,6,5
3162,6/6/2015,bottled water,2015,6,6,5
3296,6/6/2015,whole milk,2015,6,6,5
3296,6/6/2015,organic sausage,2015,6,6,5
3296,6/6/2015,specialty bar,2015,6,6,5
3296,6/6/2015,yogurt,2015,6,6,5
3324,6/6/2015,spices,2015,6,6,5
3324,6/6/2015,butter,2015,6,6,5
3491,6/6/2015,fruit/vegetable juice,2015,6,6,5
3491,6/6/2015,root vegetables,2015,6,6,5
3638,6/6/2015,citrus fruit,2015,6,6,5
3638,6/6/2015,pip fruit,2015,6,6,5
3767,6/6/2015,bottled beer,2015,6,6,5
3767,6/6/2015,beverages,2015,6,6,5
3796,6/6/2015,seasonal products,2015,6,6,5
3796,6/6/2015,bottled beer,2015,6,6,5
4033,6/6/2015,turkey,2015,6,6,5
4033,6/6/2015,root vegetables,2015,6,6,5
4272,6/6/2015,coffee,2015,6,6,5
4272,6/6/2015,berries,2015,6,6,5
4272,6/6/2015,grapes,2015,6,6,5
4272,6/6/2015,cream cheese ,2015,6,6,5
4272,6/6/2015,cat food,2015,6,6,5
4286,6/6/2015,other vegetables,2015,6,6,5
4286,6/6/2015,citrus fruit,2015,6,6,5
4286,6/6/2015,rolls/buns,2015,6,6,5
4426,6/6/2015,bottled beer,2015,6,6,5
4426,6/6/2015,whole milk,2015,6,6,5
4700,6/6/2015,whole milk,2015,6,6,5
4700,6/6/2015,dessert,2015,6,6,5
4708,6/6/2015,ham,2015,6,6,5
4708,6/6/2015,processed cheese,2015,6,6,5
4746,6/6/2015,ham,2015,6,6,5
4746,6/6/2015,cake bar,2015,6,6,5
4746,6/6/2015,whole milk,2015,6,6,5
1052,7/6/2015,butter milk,2015,6,7,6
1052,7/6/2015,yogurt,2015,6,7,6
1052,7/6/2015,yogurt,2015,6,7,6
1052,7/6/2015,margarine,2015,6,7,6
1361,7/6/2015,other vegetables,2015,6,7,6
1361,7/6/2015,liquor,2015,6,7,6
1472,7/6/2015,root vegetables,2015,6,7,6
1472,7/6/2015,whole milk,2015,6,7,6
1482,7/6/2015,bottled beer,2015,6,7,6
1482,7/6/2015,whole milk,2015,6,7,6
1482,7/6/2015,soda,2015,6,7,6
1482,7/6/2015,whole milk,2015,6,7,6
1482,7/6/2015,soft cheese,2015,6,7,6
1482,7/6/2015,soda,2015,6,7,6
1482,7/6/2015,shopping bags,2015,6,7,6
1482,7/6/2015,sugar,2015,6,7,6
1605,7/6/2015,sausage,2015,6,7,6
1605,7/6/2015,seasonal products,2015,6,7,6
1806,7/6/2015,beverages,2015,6,7,6
1806,7/6/2015,beverages,2015,6,7,6
1806,7/6/2015,hamburger meat,2015,6,7,6
1806,7/6/2015,frankfurter,2015,6,7,6
1806,7/6/2015,soda,2015,6,7,6
1806,7/6/2015,root vegetables,2015,6,7,6
1806,7/6/2015,butter,2015,6,7,6
1806,7/6/2015,cream cheese ,2015,6,7,6
1806,7/6/2015,butter,2015,6,7,6
1848,7/6/2015,hamburger meat,2015,6,7,6
1848,7/6/2015,whole milk,2015,6,7,6
1983,7/6/2015,berries,2015,6,7,6
1983,7/6/2015,hamburger meat,2015,6,7,6
2327,7/6/2015,chicken,2015,6,7,6
2327,7/6/2015,pip fruit,2015,6,7,6
2532,7/6/2015,onions,2015,6,7,6
2532,7/6/2015,hamburger meat,2015,6,7,6
2532,7/6/2015,whole milk,2015,6,7,6
2532,7/6/2015,tropical fruit,2015,6,7,6
2532,7/6/2015,pet care,2015,6,7,6
2532,7/6/2015,root vegetables,2015,6,7,6
2532,7/6/2015,yogurt,2015,6,7,6
2532,7/6/2015,flour,2015,6,7,6
2715,7/6/2015,ham,2015,6,7,6
2715,7/6/2015,canned beer,2015,6,7,6
2715,7/6/2015,salty snack,2015,6,7,6
3504,7/6/2015,pip fruit,2015,6,7,6
3504,7/6/2015,root vegetables,2015,6,7,6
3504,7/6/2015,frozen meals,2015,6,7,6
3504,7/6/2015,hamburger meat,2015,6,7,6
3504,7/6/2015,sugar,2015,6,7,6
3504,7/6/2015,soda,2015,6,7,6
3504,7/6/2015,spread cheese,2015,6,7,6
3601,7/6/2015,ice cream,2015,6,7,6
3601,7/6/2015,coffee,2015,6,7,6
4050,7/6/2015,chicken,2015,6,7,6
4050,7/6/2015,butter,2015,6,7,6
4050,7/6/2015,curd,2015,6,7,6
4050,7/6/2015,flower (seeds),2015,6,7,6
4641,7/6/2015,meat,2015,6,7,6
4641,7/6/2015,pip fruit,2015,6,7,6
4721,7/6/2015,bottled water,2015,6,7,6
4721,7/6/2015,grapes,2015,6,7,6
1149,8/6/2015,soda,2015,6,8,0
1149,8/6/2015,bottled beer,2015,6,8,0
1149,8/6/2015,chicken,2015,6,8,0
1149,8/6/2015,yogurt,2015,6,8,0
1162,8/6/2015,canned beer,2015,6,8,0
1162,8/6/2015,citrus fruit,2015,6,8,0
1524,8/6/2015,UHT-milk,2015,6,8,0
1524,8/6/2015,cream cheese ,2015,6,8,0
1524,8/6/2015,cream cheese ,2015,6,8,0
1524,8/6/2015,waffles,2015,6,8,0
1582,8/6/2015,curd,2015,6,8,0
1582,8/6/2015,shopping bags,2015,6,8,0
1608,8/6/2015,whole milk,2015,6,8,0
1608,8/6/2015,red/blush wine,2015,6,8,0
1608,8/6/2015,shopping bags,2015,6,8,0
1608,8/6/2015,cream cheese ,2015,6,8,0
1608,8/6/2015,canned beer,2015,6,8,0
1934,8/6/2015,tropical fruit,2015,6,8,0
1934,8/6/2015,grapes,2015,6,8,0
1934,8/6/2015,sausage,2015,6,8,0
1934,8/6/2015,grapes,2015,6,8,0
1934,8/6/2015,fruit/vegetable juice,2015,6,8,0
1934,8/6/2015,curd,2015,6,8,0
1934,8/6/2015,other vegetables,2015,6,8,0
1934,8/6/2015,whipped/sour cream,2015,6,8,0
1954,8/6/2015,shopping bags,2015,6,8,0
1954,8/6/2015,pork,2015,6,8,0
1954,8/6/2015,canned fish,2015,6,8,0
1954,8/6/2015,whole milk,2015,6,8,0
1954,8/6/2015,onions,2015,6,8,0
